1632955622;11111;22.90;46
1632955669;86.38;23.30;48
1632955690;11111;22.90;46
1632956005;32.98;23.30;49
1632956341;86.38;23.20;49
1632956677;102.93;23.20;49
1632957013;86.38;23.40;50
1632957349;37.04;23.50;51
1632957685;22.57;23.60;52
1632958020;25.35;23.70;52
1632958356;25.35;23.80;53
1632958692;22.57;23.90;54
1632959028;25.35;23.90;54
1632959364;24.69;24.00;55
1632959700;24.69;24.10;55
1632960036;57.57;24.10;55
1632960371;24.69;24.20;54
1632960707;21.98;24.20;54
1632961043;57.57;24.20;54
1632961379;24.69;24.20;54
1632961715;24.69;24.20;54
1632962051;24.69;24.30;54
1632962387;21.98;24.30;54
1632962723;21.98;24.30;54
1632963059;21.98;24.30;54
1632963394;21.98;24.30;54
1632963730;21.98;24.30;54
1632964066;21.98;24.30;54
1632964402;24.69;24.30;54
1632964738;21.98;24.30;54
1632965073;21.98;24.30;54
1632965409;48.89;24.30;54
1632965745;21.98;24.30;54
1632966081;24.69;24.40;54
1632966416;68.60;24.30;55
1632966752;57.57;24.30;55
1632967088;24.69;24.30;55
1632967424;24.69;24.30;55
1632967758;68.60;24.30;55
1632968094;21.98;24.30;55
1632968431;68.60;24.30;55
1632968767;57.57;24.30;55
1632969102;21.98;24.30;55
1632969438;48.89;24.30;55
1632969774;21.98;24.30;56
1632970110;21.98;24.30;56
1632970447;21.98;24.30;56
1632970783;21.98;24.20;56
1632971118;21.98;24.20;56
1632971454;21.98;24.20;56
1632971790;21.98;24.20;56
1632972126;21.98;24.20;56
1632972462;21.98;24.20;56
1632972798;57.57;24.20;56
1632973132;21.98;24.20;56
1632973468;24.69;24.10;56
1632973804;57.57;24.10;56
1632974140;21.98;24.10;56
1632974476;24.69;24.10;56
1632974812;21.98;24.10;56
1632975148;21.98;24.10;56
1632975483;57.57;24.10;56
1632975819;21.98;24.00;56
1632976155;21.98;24.00;56
1632976491;21.98;24.00;56
1632976827;22.57;23.90;56
1632977162;21.98;24.00;56
1632977498;24.69;24.00;56
1632977834;68.60;24.00;56
1632978170;22.57;23.90;56
1632978506;22.57;23.90;56
1632978842;25.35;23.90;56
1632979178;22.57;23.90;56
1632979513;22.57;23.90;56
1632979849;22.57;23.90;56
1632980185;50.21;23.90;56
1632980521;22.57;23.90;56
1632980857;22.57;23.80;56
1632981192;22.57;23.80;56
1632981528;22.57;23.80;56
1632981864;59.12;23.80;56
1632982200;22.57;23.80;56
1632982536;50.21;23.80;56
1632982872;22.57;23.80;56
1632983208;22.57;23.80;56
1632983544;22.57;23.80;56
1632983879;22.57;23.80;56
1632984215;22.57;23.70;56
1632984551;22.57;23.80;56
1632984887;59.12;23.80;56
1632985223;59.12;23.80;57
1632985558;22.57;23.80;57
1632985895;22.57;23.80;56
1632986231;22.57;23.70;57
1632986566;50.21;23.80;57
1632986902;25.35;23.70;57
1632987238;25.35;23.70;57
1632987574;22.57;23.70;57
1632987909;22.57;23.70;57
1632988245;22.57;23.70;57
1632988581;22.57;23.70;57
1632988917;50.21;23.70;57
1632989252;22.57;23.70;57
1632989588;22.57;23.70;57
1632989924;22.57;23.70;57
1632990260;22.57;23.60;57
1632990596;22.57;23.60;57
1632990932;59.12;23.60;57
1632991267;22.57;23.60;57
1632991603;50.21;23.70;57
1632991939;22.57;23.60;57
1632992275;22.57;23.60;57
1632992611;22.57;23.60;57
1632992947;59.12;23.60;57
1632993283;22.57;23.60;57
1632993618;50.21;23.60;57
1632993954;22.57;23.60;57
1632994290;50.21;23.50;57
1632994626;22.57;23.60;57
1632994962;22.57;23.60;57
1632995297;22.57;23.60;57
1632995633;50.21;23.50;57
1632995969;22.57;23.60;57
1632996305;22.57;23.50;57
1632996641;59.12;23.50;57
1632996976;22.57;23.50;57
1632997312;50.21;23.50;57
1632997648;22.57;23.50;57
1632997984;22.57;23.50;57
1632998319;22.57;23.50;57
1632998655;22.57;23.50;57
1632998991;22.57;23.50;57
1632999327;50.21;23.50;57
1632999663;25.35;23.50;57
1632999999;59.12;23.50;57
1633000335;59.12;23.50;57
1633000670;22.57;23.50;57
1633001006;22.57;23.60;57
1633001342;22.57;23.50;57
1633001678;70.45;23.50;57
1633002014;25.35;23.50;57
1633002350;22.57;23.50;57
1633002686;22.57;23.50;57
1633003021;22.57;23.50;57
1633003357;22.57;23.50;57
1633003694;22.57;23.50;57
1633004030;22.57;23.50;57
1633004365;22.57;23.50;57
1633004701;22.57;23.50;57
1633005037;59.12;23.50;57
1633005373;59.12;23.50;57
1633005709;25.35;23.50;57
1633006045;22.57;23.50;57
1633006381;25.35;23.50;57
1633006717;59.12;23.50;57
1633007053;22.57;23.50;57
1633007389;59.12;23.60;57
1633007725;22.57;23.60;57
1633008061;22.57;23.60;57
1633008397;59.12;23.60;57
1633008733;70.45;23.60;57
1633009069;22.57;23.60;57
1633009405;22.57;23.60;57
1633009740;59.12;23.60;57
1633010076;22.57;23.70;57
1633010412;70.45;23.70;57
1633010748;22.57;23.70;57
1633011084;22.57;23.70;57
1633011421;22.57;23.70;57
1633011758;22.57;23.80;57
1633012094;22.57;23.70;57
1633012430;22.57;23.80;57
1633012766;22.57;23.80;57
1633013102;22.57;23.80;57
1633013438;22.57;23.80;57
1633013774;22.57;23.80;57
1633014110;50.21;23.80;57
1633014446;22.57;23.80;57
1633014782;22.57;23.90;57
1633015118;22.57;23.90;57
1633015454;22.57;23.90;57
1633015789;59.12;23.90;56
1633016125;48.89;24.00;57
1633016461;21.98;24.00;57
1633016797;24.69;24.00;57
1633017133;21.98;24.00;57
1633017469;48.89;24.00;57
1633017804;48.89;24.00;57
1633018140;48.89;24.10;57
1633018476;48.89;24.10;57
1633018812;21.98;24.00;57
1633019148;21.98;24.10;57
1633019483;21.98;24.10;57
1633019819;21.98;24.10;57
1633020155;21.98;24.10;57
1633020491;48.89;24.10;57
1633020827;21.98;24.10;57
1633021162;48.89;24.20;57
1633021498;21.98;24.20;57
1633021834;48.89;24.20;57
1633022170;21.98;24.20;57
1633022506;48.89;24.30;57
1633022842;19.67;24.30;57
1633023178;24.69;24.30;57
1633023513;48.89;24.30;57
1633023849;24.69;24.30;57
1633024523;21.98;24.40;57
1633024859;24.69;24.40;57
1633025194;21.98;24.50;57
1633025530;48.89;24.50;57
1633025866;21.98;24.50;57
1633026202;21.98;24.50;57
1633026538;57.57;24.50;57
1633026874;21.98;24.60;57
1633027210;21.98;24.50;57
1633027546;48.89;24.60;57
1633027881;21.98;24.60;57
1633028217;57.57;24.60;57
1633028553;24.69;24.60;57
1633028889;21.98;24.60;57
1633029225;21.98;24.60;57
1633029561;57.57;24.70;57
1633029896;48.89;24.70;57
1633030232;21.98;24.60;57
1633030568;21.98;24.70;57
1633030904;21.98;24.70;57
1633031240;21.98;24.70;56
1633031576;21.98;24.70;56
1633031912;24.69;24.70;56
1633032248;48.89;24.70;56
1633032584;21.98;24.70;56
1633032919;21.98;24.70;56
1633033255;21.98;24.60;56
1633033591;57.57;24.60;56
1633033927;21.98;24.70;56
1633034263;48.89;24.70;56
1633034599;48.89;24.70;56
1633034935;21.98;24.70;56
1633035271;24.69;24.60;56
1633035607;57.57;24.60;56
1633035941;21.98;24.60;56
1633036277;21.98;24.60;56
1633036613;57.57;24.60;56
1633036949;24.69;24.60;56
1633037285;57.57;24.60;56
1633037621;21.98;24.60;56
1633037957;21.98;24.60;56
1633038293;21.98;24.50;56
1633038629;21.98;24.50;56
1633038965;21.98;24.50;56
1633039301;21.98;24.50;56
1633039638;68.60;24.50;56
1633039974;57.57;24.50;56
1633040310;21.98;24.50;56
1633040646;24.69;24.50;56
1633040982;21.98;24.50;56
1633041318;21.98;24.50;56
1633041654;21.98;24.50;56
1633041989;21.98;24.50;56
1633042326;24.69;24.40;56
1633042661;21.98;24.40;56
1633042997;21.98;24.40;56
1633043333;57.57;24.40;56
1633043669;21.98;24.40;56
1633044005;24.69;24.40;56
1633044341;24.69;24.30;57
1633044677;24.69;24.40;57
1633045012;48.89;24.30;57
1633045348;57.57;24.30;56
1633045684;21.98;24.30;57
1633046020;57.57;24.30;57
1633046356;21.98;24.30;57
1633046691;57.57;24.20;57
1633047027;21.98;24.10;57
1633047363;68.60;24.10;57
1633047699;21.98;24.10;58
1633048035;21.98;24.00;58
1633048371;21.98;24.00;58
1633048706;57.57;24.00;58
1633049042;57.57;24.00;58
1633049378;22.57;23.90;58
1633049714;25.35;23.90;58
1633050050;22.57;23.80;58
1633050386;59.12;23.80;58
1633050722;22.57;23.80;58
1633051058;59.12;23.80;58
1633051393;25.35;23.80;59
1633051729;59.12;23.70;59
1633052065;59.12;23.70;59
1633052401;22.57;23.70;59
1633052736;25.35;23.70;59
1633053072;22.57;23.60;59
1633053408;22.57;23.60;59
1633053744;25.35;23.60;59
1633054080;22.57;23.60;59
1633054416;22.57;23.60;59
1633054751;22.57;23.60;59
1633055087;50.21;23.60;59
1633055423;22.57;23.60;59
1633055759;59.12;23.60;59
1633056094;22.57;23.60;59
1633056430;22.57;23.60;59
1633056774;22.57;23.60;59
1633057106;22.57;23.60;59
1633057442;22.57;23.60;59
1633057778;20.20;23.60;59
1633058114;22.57;23.60;59
1633058450;50.21;23.60;59
1633058786;22.57;23.60;59
1633059122;22.57;23.60;59
1633059456;22.57;23.60;58
1633059792;50.21;23.60;58
1633060132;25.35;23.70;59
1633060467;22.57;23.60;59
1633060803;22.57;23.60;59
1633061139;50.21;23.60;59
1633061475;22.57;23.60;59
1633061810;50.21;23.60;59
1633062148;22.57;23.60;59
1633062484;22.57;23.60;59
1633062819;50.21;23.60;59
1633063155;50.21;23.60;59
1633063491;50.21;23.60;59
1633063827;50.21;23.60;59
1633064163;20.20;23.50;59
1633064498;20.20;23.60;59
1633064834;20.20;23.60;59
1633065170;22.57;23.50;59
1633065506;22.57;23.50;59
1633065842;20.20;23.50;59
1633066177;50.21;23.50;59
1633066513;20.20;23.50;59
1633066849;22.57;23.50;59
1633067185;20.20;23.50;59
1633067521;20.20;23.50;59
1633067857;22.57;23.50;59
1633068193;20.20;23.50;59
1633068528;50.21;23.50;59
1633068864;20.20;23.50;59
1633069200;20.20;23.50;59
1633069536;20.20;23.50;59
1633069872;20.20;23.40;59
1633070208;20.20;23.40;59
